text,Sentiment
"15 שנות מאסר ליאנה בלבנון; שני אסרה סכם באינטרס, 50 סבירות לעסקה",Neutral
דיווח: פעיל חיזבאללה נהרג ו-3 נפצעו בתקיפה בדרום לבנון,Negative
"צה""ל תקף משגר חמוש שכוון לשטח הארץ במרחב ההומניטרי בדרום רצועת עזה",Positive
"צה""ל פועל לבד - אך בתיאום עם צבא ארה""ב; 150 שיגורים עד כה לצפון",Positive
"משרד הבריאות של לבנון: 1.2% ראיש מהיה האחרונה, הואי דיון לעצרת החליט",Neutral
אזעקות באבו ם גלנט מאסיר,Neutral
"צה""ל: בניגוד לדיווחים פלסטיניים כוחותינו לא נכנסו לבתי חולים",Positive
אזעקה בקריית שמונה,Negative
"דיווח: ""שתי רקטות ששוגרו מדרום סוריה התפוצצו ברמת הגולן""",Negative
"ה-FBI: שיא נוספת בקריית שמונה, בהם אחד מאיראן של ישראל",Neutral
"""גורמים ביטחוניים לרויטרס - לפחות טול חיזבאללה וצירי הניצאות בי֮ האחרונים""",Positive
"קו הסיוע של נט""ל תוגבר בעקבות האירועים הביטחוניים",Positive
"גלנט נועד עם משפחות חטופים ומפקד מנהלת השבויים בצה""ל",Positive
משטרה פתחה בחקירה בצרפת גופת נוספת בדרום המדינה,Neutral
עוד אזעקה בגליל העליון,Negative
"נתניהו שלח את העיר שנורה בצפון: ""נשיא אתה חיים בתחנת דברייה""",Neutral
"דיווח: ׫קיפות בבקעת הלבנון, סמוך לגבול עם סוריה",Positive
"הרצוג בירך על חיסול נסראללה: ""מייחל שזה יביא שינוי, תקווה ושקט לאזור""",Positive
עכשיוהאזעקה באצבע הגליל,Negative
"EOP: ""שני בתים נפגעו מבקר בחצר בית ינאש ביים הצבא המרוחות את הפיגוע בגדר בעומס""",Negative
"צה""ל: תקפנו כ-1,200 מטרות היום בלבנון",Positive
דיווח לבנוני: 4 פצועים בתקיפות הישראליות היום,Positive
דיווחים בלבנון על תקיפות ישראליות בדרום המדינה,Positive
"בצה""ל מעריכים: פיצוץ יורטה ממנורה ךריטים של טראמפ בפנסילבניה",Positive
"צרפת גינתה בחריפות את המתקפה האיראנית: ""הפעלנו את כוחותינו באזור""",Negative
"צעיר כבן 20 נפצע באירוע אלימות בעוספיא, מצבו קשה",Negative
"הדי פיצוצים בכרמל ובמרכז, צה""ל: השיגורים מלבנון",Positive
"ביידן: ""יש אפשרות שתפרוץ לתקוף רוכב להגיע למלחמה - ככה בשל פחד""",Neutral
"פנצלר קצרין חשוד בפיגוע בכניסה לאריאל, אין נפגעים",Negative
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
"כטב""ם שהגיע מעיראק יורט בדרום הגולן, צה""ל השלים סבב תקיפות נוסף בדרום לבנון",Positive
"הירי לגליל העליון: כ-10 רקטות נורו לרמות נפ׬ו, חלקן יורטו. אין נפגעים",Negative
"הירי לק""ש: רקטה התפוצצה סמוך לבית ספר, עץ נשרף וכובה. אין נפגעים",Negative
"צה""ל: דיווח ראשוני על פיגוע דריסה ליד מודיעין עילית",Positive
"אישה נפצעה קשה בתאונה בעכו, מצבה בינוני",Neutral
"בן גביר: ""מטוסים ישראליים ידקים - ישראליים יווים. נער עביר שהום""",Neutral
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"הפיגוע בכרמי צור בגוש עציון: שני ישראלים נפגעו מהירי, חשד למחבל נוסף",Negative
ליברמן : סמ״ר מירואי מישראל למוות 21 בנגב,Neutral
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"זלנסקי גינה את ניסיון ההתנקשות בטראמפ: ""אין מקום לאלימות פוליטית""",Negative
"רחפן של חיזבאללה נפל בקיבוץ דן שבגליל העליון, אין נפגעים",Negative
"אל-ג'זירה : מסוס אירעו הדירות בשטח חוץ, חלקם יורם לאפריקה של הטקס הממשלת",Neutral
"ניצחון להאריס בהוואי, טראמפ מוביל 216:232 באלקטורים",Positive
"בלבנון מדווחים: ישראל תקפה ישראל באופן חריג, אתנו חפץ מכפיל הפגנה",Neutral
"בךה הצאוע הביטחון גלנט אישר את המשך הפעולות של צה""ל",Positive
"תושב איבד האחום בנהריה הטבע עזה, ירי ארט is שני",Neutral
"על רקע ההסלמה: ארה""ב שלחה נושאת מטוסים למזה""ת",Negative
אזעקות בגוש דן,Neutral
"צה""ל כ-40 מחבלים חוסלו באזור רפיח, חיל האוויר תקף שניים שיצאו ממנהרה",Positive
"הירי לזכרון יעקב: רקטה נפלה בישראל, זכות וצפונה לאוקראינה",Neutral
"מקורב לרה""-ד: ""פיצוצים בבילה את הפוגה את העירות'' במנרה הארץ",Neutral
"המשטרה ושב""כ: סוכל פיגוע נגד יהודים שמגיעים לקבי צדיקים בגליל",Negative
"דיווחים בלבנון: עשרות הרוגים בתקיפות צה""ל הלילה בעומק המדינה",Positive
המשחקים הפראלימפיים: הטוניסאי החרים את המפגש מול נדב לוי בטורניר הבוצ'ה,Negative
"עתירה ראשונה לבג""ץ נגד פיטורי גלנט: ""ראש הממשלה כשל""",Negative
"לבנון: לפחות 72 הרוגים בתקיפות צה""ל ביממה החולפת",Positive
"בן גביר זעם על ראש השב""כ - ונטש את הדיון בקבינט",Negative
"צה""ל מתקדם בדרום לבנון",Positive
"צה""ל תקף משגר ומבנה צבאי של חיזבאללה בדרום לבנון",Positive
"אימו של האייו של זוהי and שניסת רכב בג'נין: ""נעבוד בהם להפסקת אש בלבנון""",Neutral
"אוקראינה: הרוג, 5 פצועים ו-ארה""ב האוקראינה בת""א התיכון להישאר של חיזבאללה",Neutral
"דיווח ב-CNN: משהים אובנות שיגורים חצו מלבנון, כוללת טיסות לפקוד בניסיונג",Neutral
דיווחים: כרכי נפצע בניסיון החיסול בדאחייה,Positive
"אל-ג'זירה: כטב""ם ישראלי תקף כלי רכב בג'נין",Neutral
"צה""ל על האזעקות באילת: כטב""ם אחד יורט, אחר התפוצץ בנמל אילת",Positive
"בכיר מצלם ש""חמן תגיע לישראל פלילים"": ""עומסי הפסקת אש בין ישראל לחברון לרצח""",Neutral
"פיקוד העורף על החשש לחדירת כלי טיס עוין בצפון ""בלבנון"": נמbנה באזור",Neutral
האזעקות בעכו: יירוטים נצפו בשמי העיר,Neutral
"דיווח על תקיפות מחבלים בדרום לבנון, חיזבאללה הכחיש חיסול בכיר",Positive
7 נרצחים בפיגוע ביפו: מת מפצעיו אדם נוסף,Negative
"דיווח סורי: ""התקיפות בסוריה - ככל הנראה על-ידי ישראל""",Positive
"השלמי כ""ץ עם סגני תחילת נורו ב-3:00",Neutral
"חשד לפיגוע ביפו, כמה פצועים בזירה - ולפחות 2 מחבלים",Negative
"שופר חיזבאללה: הרוג ופצוע בתקיפה באזור צור, תמופה במצב קשה",Neutral
אזעקות נוספות ברחבי הארץ,Neutral
"בן 3 נהרג בתאונה בין שני רכבים בשומרון, 4 נפצעו קשה",Negative
המשטרה פתחה בחתיה נורה בעומק המדינה,Neutral
"לבנון: 21 הרוגים בתקיפת צה""ל באזור בעלבכ, חוסל אחראי חיזבאללה בצידון",Positive
האזעקה בגליל העליון - שווא,Negative
"צה""ל: חולצה מעזה גופת חייל שנפל ב-7/10; משפחתו ביקשה לא לפרסם את שמו",Positive
"דיווח סעודי: ""הלוויתו של נסראללה לא תתקיים מחר""",Negative
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"משלחת פגעה בכביש 6, נדחר שתוכנים מצפון",Neutral
"דיווח: התקיפה בדאחייה - באמצעות 3 טילים, לאזור שבו חוסל איברהים עקיל",Positive
"נתניהו: ""תחזית תקצים חוסמים, אתמול היא חזרה מדי"", שריפה אחר זמן""",Neutral
"צה""ל: האזעקה בדישון - שווא",Positive
"הבית הלבן: איחוד בעוצמה 2 הכתה בחיפה, בשימוש עזה ובצפון לירי מארה""ב",Neutral
"צה""ל: חוסל מחבל בעת שירה מג'נין לעבר מוצב צבאי, מצוד אחר מחבל נוסף",Positive
"גם עלי כרכי חוסל: ההודעה הרשמית והדרמטית של צה""ל",Positive
האזעקה בגליל העליון - זיהוי שווא,Negative
"עכשיואלימות השוטרים כלפי חרדים בבית שמש: 2 שוטרים נחקרו באזהרה במח""ש",Negative
"הרמטכ""ל בג'נין: ""מפרקים את הטרור ביהודה ושומרון""",Negative
"אוקראינה: שני נפילות פסוק תשלם בקריות, נפתחה חקירה בעזה מכנס",Neutral
ביידן על ניסיון ההתנקשות בטראמפ: אין מקום לאלימות במדינה שלנו,Negative
"כ-10 רקטות נורו לעבר רמות נפתלי, אחת יורטה והיתר התפוצצו בשטחים פתוחים",Negative
"דיווח בלבנון על תקיפת הךריזות בדאחייה: ""ייצור המערכה השערה""",Neutral
"דובר צה""ל: האזעקות במרכז הארץ בבדיקה",Positive
הבחירות תעלה: משפחות חוסמים כי פיצוצים בבית הלבן,Neutral
"דובר צה""ל: ביממה האחרונה חיל האוויר תקף כ-1,500 מטרות חיזבאללה בלבנון",Positive
"צה""ל: זוהו כ-55 שיגורים מהבוקר, ""הוא הניוו היו עם ביידן בוקראינה""",Positive
"חיזבאללה: ""שיגרנו עשרות טילים למתקן של רפאל בקריות בתגובה למתקפות הביפרים""",Negative
"רוסיה על הדיווחים על חדירה אוקראינית לב""ש: מחבל נטפגע בינוני",Negative
הממשלה אישרה: אם השנה הוחלט כי לא לעומה מול ביתה של רוסיה בצורך היום,Neutral
מסביר העורף: הסתיים אירוע חדירת המחבלים ביישוב כרמי צור,Negative
"גבר נפגע במהלך עבודות שיפוצים ליד חיפה, מצבו קשה",Negative
פשיטה נרחבת בג'ואריש ובלוד אחרי הפיגוע הפלילי - בלי עצורים ברצח,Negative
"עכשיוCNN חשד למילה בטמפרטורות, אין נפגעים",Negative
הוארך ב-5 ימים מעצר בן ה-17 שחשוד בפיגוע הפלילי ברמלה,Negative
"צה""ל: תוקפים מטרות חיזבאללה בלבנון",Positive
